,position
37,2.0
764,1.0
19157,2.0
14487,1.0
12624,2.0
4143,3.0
10159,2.0
12108,1.0
4819,3.0
5365,3.0
7664,3.0
15169,2.0
2949,1.0
17922,2.0
13615,2.0
14776,1.0
17661,2.0
1884,3.0
15787,3.0
2230,3.0
18659,0.0
17181,2.0
15882,2.0
10445,2.0
4039,2.0
7148,1.0
19000,2.0
7190,3.0
1780,3.0
16204,1.0
15078,1.0
3209,3.0
11265,2.0
6721,3.0
3389,1.0
5510,3.0
1467,0.0
14597,3.0
14175,3.0
11707,1.0
12224,1.0
14446,2.0
6607,2.0
1370,0.0
17961,2.0
11398,2.0
1669,3.0
7250,1.0
6581,2.0
16022,3.0
1531,0.0
3541,1.0
3806,3.0
15446,3.0
9813,3.0
17139,3.0
8889,0.0
9726,3.0
14713,1.0
13828,0.0
13630,2.0
12535,1.0
4813,1.0
14036,1.0
14398,2.0
4130,1.0
18050,2.0
16714,2.0
13817,3.0
15353,1.0
5967,1.0
5481,2.0
10387,3.0
14358,3.0
6873,3.0
15242,1.0
5359,0.0
5460,2.0
4483,2.0
14379,1.0
264,1.0
6481,2.0
3982,1.0
7204,1.0
17108,2.0
5022,1.0
1192,0.0
11767,1.0
2448,1.0
17905,1.0
13591,2.0
11890,1.0
8614,0.0
15030,3.0
803,2.0
302,1.0
1994,2.0
5516,3.0
2690,1.0
10373,2.0
3633,3.0
8715,0.0
1374,2.0
1829,1.0
14388,3.0
15459,1.0
7814,2.0
2134,2.0
11343,1.0
18811,3.0
8998,1.0
7982,2.0
66,2.0
8778,1.0
14477,0.0
17156,0.0
17840,1.0
17589,2.0
4239,2.0
16703,3.0
2217,2.0
17481,2.0
10722,1.0
6129,2.0
3611,1.0
18486,0.0
5424,3.0
2381,3.0
11705,1.0
14941,2.0
9513,2.0
15065,3.0
15785,3.0
3354,2.0
1164,2.0
8791,0.0
18684,2.0
16582,1.0
851,0.0
6344,1.0
14967,1.0
15051,2.0
9998,3.0
3167,3.0
9776,3.0
12635,2.0
3131,1.0
18189,1.0
17580,0.0
15939,2.0
9202,1.0
12908,2.0
3191,3.0
1130,3.0
4691,3.0
8347,2.0
11737,1.0
7295,1.0
15672,2.0
555,2.0
17362,3.0
1800,3.0
0,3.0
10476,3.0
10406,3.0
12923,2.0
14415,3.0
18994,0.0
1650,1.0
3684,1.0
198,3.0
15942,3.0
80,1.0
7668,2.0
16784,1.0
3211,2.0
14488,1.0
13395,2.0
11410,1.0
6974,1.0
19120,0.0
7734,2.0
16653,2.0
4718,1.0
8827,1.0
6093,3.0
16404,3.0
7586,2.0
6697,3.0
11413,3.0
10762,1.0
11834,2.0
4031,2.0
828,3.0
13505,2.0
15218,1.0
7617,3.0
414,2.0
3058,1.0
9920,2.0
12193,0.0
17213,3.0
5055,1.0
138,3.0
6532,0.0
9266,1.0
4037,3.0
9823,3.0
12979,2.0
2893,3.0
11628,3.0
13653,3.0
17228,3.0
793,2.0
15291,3.0
3245,1.0
3237,1.0
7322,0.0
12470,1.0
12352,3.0
15217,2.0
12515,0.0
9430,0.0
5858,2.0
2164,1.0
10463,3.0
17346,1.0
12466,1.0
10296,1.0
10401,2.0
6301,2.0
9290,0.0
8953,1.0
14252,1.0
16003,0.0
6463,0.0
13645,3.0
1848,1.0
10475,1.0
13081,1.0
9223,0.0
6659,1.0
16972,0.0
8395,2.0
15127,3.0
6513,2.0
398,3.0
1795,1.0
2070,3.0
5619,0.0
15950,3.0
18076,0.0
3741,2.0
5111,1.0
7896,1.0
5822,1.0
6402,1.0
11634,1.0
18207,3.0
15714,3.0
6274,1.0
9291,0.0
15606,1.0
19051,2.0
17469,1.0
4235,3.0
5109,3.0
3869,2.0
744,1.0
1886,1.0
4023,2.0
16961,3.0
18366,3.0
2462,0.0
17565,0.0
15729,1.0
7527,2.0
7612,1.0
15906,1.0
13540,1.0
5686,3.0
16884,1.0
7985,1.0
3007,1.0
11769,3.0
13037,3.0
15678,0.0
12385,1.0
13330,2.0
15840,0.0
10708,1.0
17238,1.0
18998,0.0
9456,3.0
7374,3.0
8401,3.0
7284,1.0
14038,1.0
17239,3.0
14778,1.0
13607,2.0
11662,1.0
6599,3.0
9672,1.0
5499,2.0
17911,2.0
8960,2.0
2163,3.0
15256,2.0
8282,2.0
9465,2.0
10623,3.0
1981,2.0
6828,2.0
18568,2.0
4686,1.0
11038,3.0
6260,3.0
12313,1.0
13492,3.0
3229,1.0
10625,1.0
9129,2.0
11843,2.0
11980,2.0
14937,1.0
15653,1.0
7795,2.0
17762,3.0
4477,1.0
8251,3.0
16447,2.0
956,2.0
16836,2.0
13922,2.0
17877,0.0
10857,1.0
11584,2.0
15360,3.0
9570,3.0
4102,1.0
2135,2.0
13225,2.0
1327,2.0
12161,3.0
9132,1.0
12907,3.0
14729,1.0
12633,1.0
14825,1.0
4685,0.0
1915,1.0
13628,1.0
4420,3.0
4945,2.0
4592,2.0
7372,1.0
3327,1.0
9544,2.0
16928,2.0
16708,2.0
7871,3.0
12727,3.0
4492,2.0
15197,3.0
16635,3.0
4314,3.0
2474,2.0
1212,1.0
5088,2.0
18662,2.0
8229,2.0
9764,1.0
17782,2.0
14898,2.0
2060,0.0
293,1.0
17745,1.0
5139,1.0
15216,0.0
15189,3.0
9205,1.0
4678,3.0
6134,2.0
5207,3.0
7665,1.0
17492,2.0
14031,0.0
13381,1.0
17201,1.0
13419,2.0
16612,1.0
12220,2.0
6575,1.0
15970,0.0
9336,1.0
14295,1.0
5737,0.0
15707,3.0
5352,1.0
14457,3.0
8215,2.0
11944,1.0
12507,1.0
326,3.0
7177,2.0
15272,0.0
11511,2.0
7309,3.0
13658,3.0
9019,1.0
11352,3.0
18603,1.0
11407,3.0
16650,0.0
14950,1.0
15031,3.0
18993,3.0
12255,2.0
16060,2.0
9802,1.0
2119,1.0
6431,1.0
16143,1.0
900,2.0
14626,1.0
1518,3.0
2115,2.0
14174,3.0
10580,3.0
243,0.0
15822,1.0
13229,2.0
8839,3.0
10039,3.0
864,0.0
19072,2.0
5560,1.0
2545,0.0
16964,3.0
3660,2.0
14270,3.0
4843,0.0
17312,0.0
10908,3.0
6591,3.0
1568,2.0
11682,2.0
14908,3.0
3486,1.0
18304,1.0
10080,0.0
12665,1.0
17971,3.0
2716,1.0
12947,2.0
14965,3.0
25,3.0
13584,0.0
18112,1.0
2011,3.0
4079,2.0
17022,0.0
14027,2.0
17224,3.0
1968,3.0
17329,1.0
10495,1.0
3501,1.0
12831,1.0
7484,1.0
2185,2.0
4463,1.0
4544,1.0
6233,3.0
18712,0.0
10815,1.0
4376,2.0
11256,1.0
3836,2.0
11886,2.0
18995,1.0
3215,2.0
18235,3.0
9970,1.0
12259,1.0
9918,2.0
3751,1.0
6114,2.0
4640,1.0
13172,3.0
2831,3.0
7045,1.0
5454,3.0
15107,1.0
4580,3.0
13451,3.0
5027,2.0
12363,1.0
12855,2.0
5434,2.0
17663,1.0
15487,0.0
9209,3.0
4056,3.0
15605,2.0
3379,2.0
16965,1.0
6988,2.0
12739,3.0
7794,2.0
8941,1.0
14721,2.0
9503,1.0
12480,0.0
4918,1.0
3640,1.0
4326,1.0
18551,1.0
6949,3.0
11458,1.0
14064,2.0
9067,0.0
7418,3.0
13130,2.0
17464,2.0
2768,2.0
11405,1.0
6045,2.0
7049,2.0
1329,2.0
18709,3.0
15335,2.0
612,1.0
17087,0.0
17106,3.0
5557,1.0
4386,3.0
14239,1.0
14068,0.0
10846,1.0
15082,2.0
12659,3.0
14436,1.0
1342,1.0
703,0.0
1385,1.0
18639,3.0
7328,3.0
10543,1.0
14798,2.0
8585,3.0
17227,0.0
4278,2.0
14893,0.0
1542,0.0
11323,3.0
11534,2.0
10494,2.0
7057,1.0
3267,2.0
1794,3.0
16758,0.0
1041,2.0
7339,1.0
7898,2.0
18759,1.0
18177,0.0
15105,2.0
3517,1.0
9860,3.0
4962,1.0
14681,2.0
11857,1.0
10369,3.0
1732,3.0
18789,1.0
6680,2.0
12956,1.0
15683,2.0
3548,3.0
13669,3.0
16130,3.0
16259,1.0
9730,2.0
10292,2.0
4019,3.0
9082,0.0
14552,3.0
11296,1.0
16261,2.0
9582,2.0
1220,1.0
6505,3.0
9133,0.0
7492,1.0
7632,1.0
967,2.0
10824,3.0
16360,1.0
5589,3.0
6667,1.0
11808,3.0
17046,3.0
1832,1.0
11654,3.0
4292,3.0
9353,2.0
3252,3.0
15619,3.0
8286,1.0
11764,3.0
3882,1.0
13775,1.0
14422,3.0
14974,1.0
5794,2.0
18676,1.0
3000,2.0
12604,2.0
12768,2.0
6981,2.0
2726,1.0
1706,3.0
18262,2.0
77,0.0
5287,1.0
10355,1.0
15951,3.0
10354,3.0
4431,3.0
4177,2.0
13502,0.0
11379,0.0
15535,2.0
8543,3.0
11902,2.0
7830,2.0
19145,2.0
6864,0.0
7505,0.0
13431,1.0
17198,3.0
17668,1.0
12765,1.0
11461,1.0
1348,3.0
18459,1.0
3520,1.0
8714,1.0
10541,2.0
3036,3.0
15756,2.0
12939,3.0
17610,3.0
15063,2.0
537,3.0
12187,3.0
4242,1.0
18940,0.0
5517,0.0
11954,2.0
10515,2.0
12936,0.0
3617,3.0
5192,1.0
9924,1.0
2799,0.0
18729,3.0
13931,2.0
12476,2.0
5106,2.0
1265,1.0
19078,0.0
11433,3.0
12184,2.0
13503,1.0
17412,3.0
11748,2.0
5892,2.0
174,1.0
5607,2.0
18570,3.0
13294,1.0
17931,2.0
12174,2.0
15767,0.0
7099,3.0
15642,2.0
16131,0.0
9850,0.0
10,2.0
418,2.0
1722,2.0
7557,2.0
3651,1.0
15200,1.0
18767,3.0
17827,1.0
4664,1.0
14400,1.0
13996,2.0
13186,3.0
9124,0.0
11161,0.0
1400,2.0
18851,1.0
16470,2.0
10506,2.0
11650,2.0
6540,2.0
13430,3.0
11455,0.0
1837,2.0
9829,2.0
4636,1.0
15590,1.0
18377,2.0
15804,3.0
13332,1.0
17457,1.0
6224,3.0
8731,2.0
1490,0.0
17431,3.0
5217,2.0
18856,1.0
12121,2.0
2460,1.0
16745,2.0
13135,2.0
15343,1.0
11434,3.0
4649,2.0
3453,1.0
6088,3.0
4419,2.0
5991,0.0
11377,2.0
7662,2.0
11072,1.0
8470,3.0
126,3.0
4682,0.0
4343,1.0
1160,0.0
10094,2.0
2260,1.0
8112,3.0
17698,2.0
5004,2.0
10101,3.0
9351,1.0
9562,2.0
7040,1.0
13534,3.0
5459,3.0
858,1.0
3583,3.0
4328,1.0
2848,3.0
8359,0.0
3074,1.0
9890,2.0
18176,0.0
13458,0.0
17837,1.0
3004,1.0
7416,1.0
958,1.0
15862,1.0
827,1.0
9619,2.0
4603,2.0
13824,1.0
11607,1.0
7510,1.0
2688,2.0
18899,2.0
18117,1.0
4898,2.0
9584,2.0
2791,1.0
14614,2.0
17765,1.0
9904,2.0
9667,2.0
18614,2.0
1622,2.0
6810,1.0
10216,0.0
16851,3.0
6802,1.0
2084,3.0
11730,2.0
12652,3.0
4870,1.0
11585,2.0
7130,1.0
8811,2.0
18644,1.0
12298,0.0
15945,1.0
12054,1.0
7385,3.0
18918,3.0
15886,1.0
18195,2.0
2359,1.0
15373,3.0
16844,1.0
2087,2.0
11278,2.0
9065,3.0
4594,0.0
6247,1.0
17885,1.0
17275,0.0
7010,3.0
15706,2.0
13497,2.0
7338,2.0
5244,3.0
11232,2.0
7503,0.0
7776,1.0
2543,0.0
5446,2.0
11651,1.0
8191,3.0
6746,2.0
18197,1.0
10532,2.0
707,1.0
5115,1.0
1256,0.0
7123,2.0
7619,1.0
5811,2.0
2493,3.0
5749,1.0
17672,2.0
6498,1.0
12034,3.0
15002,1.0
18030,0.0
4775,3.0
16059,3.0
9520,3.0
14297,2.0
16276,3.0
1224,1.0
16924,3.0
16901,2.0
2026,2.0
16065,1.0
16982,1.0
17043,3.0
899,1.0
15192,1.0
13000,1.0
17041,2.0
4964,3.0
14670,2.0
17841,1.0
3508,2.0
10594,3.0
14209,1.0
7838,2.0
18961,0.0
2967,1.0
17824,2.0
10736,1.0
3090,2.0
9691,2.0
9543,2.0
4947,0.0
9463,2.0
603,2.0
1790,2.0
12340,2.0
17307,2.0
18928,3.0
2212,0.0
7149,1.0
1826,1.0
19032,1.0
16176,3.0
17510,0.0
16794,1.0
15149,2.0
8322,2.0
15690,1.0
8892,2.0
12459,0.0
12404,1.0
6921,3.0
4772,1.0
4966,3.0
9255,3.0
11869,2.0
13242,3.0
6386,2.0
3095,3.0
10713,2.0
344,3.0
5703,1.0
11610,1.0
1178,3.0
2031,1.0
13051,1.0
17472,2.0
9395,2.0
9263,0.0
8734,3.0
7182,3.0
5920,2.0
10438,1.0
13080,2.0
11380,0.0
4163,1.0
15413,2.0
15281,1.0
13142,2.0
4639,3.0
5525,3.0
1218,2.0
14907,0.0
14066,1.0
14004,1.0
2506,2.0
2320,2.0
1986,0.0
4032,0.0
6275,2.0
5709,2.0
1695,1.0
3763,1.0
6472,3.0
14352,3.0
1404,1.0
12769,1.0
18606,2.0
8770,2.0
4034,1.0
1369,1.0
11758,3.0
6670,3.0
9512,2.0
10343,2.0
8768,2.0
16095,3.0
10682,3.0
10070,1.0
7164,2.0
1552,1.0
10136,1.0
14848,1.0
16521,0.0
2990,2.0
5053,2.0
12100,2.0
11364,1.0
10219,2.0
3297,2.0
9887,1.0
4137,2.0
4735,1.0
921,3.0
9231,0.0
841,3.0
14473,1.0
11215,1.0
10208,1.0
5255,2.0
11198,3.0
14665,1.0
19095,2.0
8728,2.0
16960,1.0
14916,0.0
7919,3.0
7144,3.0
520,3.0
11067,1.0
467,3.0
11690,2.0
16501,1.0
4247,3.0
2264,1.0
7823,1.0
15314,2.0
10007,3.0
15920,1.0
11472,0.0
10759,1.0
7041,2.0
11419,1.0
12221,1.0
521,3.0
10703,1.0
17048,1.0
16589,3.0
15415,2.0
14699,3.0
10673,2.0
15598,0.0
6322,2.0
15195,3.0
6768,0.0
5852,2.0
3739,3.0
3965,2.0
1997,1.0
17865,2.0
16289,2.0
11252,1.0
12732,3.0
7499,1.0
17325,3.0
12812,3.0
10274,3.0
6195,2.0
2249,1.0
15047,2.0
5216,1.0
3962,3.0
7628,3.0
14163,2.0
4786,1.0
1395,2.0
10652,2.0
5612,2.0
15730,1.0
4411,2.0
14481,0.0
3306,2.0
590,3.0
19035,0.0
18534,3.0
11742,1.0
12216,1.0
17935,1.0
10390,3.0
15528,3.0
13693,2.0
533,3.0
2378,2.0
3101,0.0
18483,3.0
12982,2.0
18317,3.0
12295,0.0
10241,1.0
15146,2.0
7656,1.0
3341,0.0
13345,1.0
2097,2.0
13061,0.0
18055,3.0
2765,1.0
5090,3.0
13448,1.0
6998,3.0
7028,2.0
200,1.0
9954,2.0
13546,0.0
10725,2.0
241,3.0
17682,2.0
6191,3.0
12743,0.0
12067,2.0
47,1.0
12281,1.0
15463,0.0
10272,2.0
1791,2.0
15826,3.0
9012,3.0
5992,1.0
1757,0.0
668,0.0
15969,3.0
5085,1.0
5482,1.0
13844,1.0
18649,2.0
15777,3.0
1312,3.0
11974,3.0
5641,1.0
9555,2.0
4117,2.0
13830,3.0
7874,1.0
6323,2.0
14364,3.0
9436,1.0
7600,0.0
7444,3.0
8576,1.0
9339,2.0
3994,2.0
19041,3.0
8357,3.0
5859,2.0
19062,1.0
18679,3.0
10773,1.0
11901,2.0
1534,1.0
5082,1.0
9215,1.0
3562,1.0
4740,2.0
9135,3.0
9745,1.0
8925,3.0
15341,0.0
6033,1.0
14563,2.0
1351,1.0
15966,3.0
10040,1.0
11389,1.0
18880,2.0
18275,3.0
6903,0.0
10957,0.0
3396,1.0
6546,1.0
8305,2.0
4674,3.0
6819,0.0
1513,2.0
4546,2.0
2531,1.0
8568,3.0
5117,3.0
5708,3.0
13199,2.0
10009,3.0
17222,3.0
3372,2.0
9863,0.0
17703,3.0
4025,1.0
11266,1.0
11839,2.0
14569,2.0
2710,0.0
14052,2.0
10840,3.0
15900,0.0
1097,3.0
2775,3.0
8697,2.0
3910,3.0
13384,2.0
978,2.0
297,2.0
13105,0.0
6692,1.0
14434,1.0
10430,2.0
14035,0.0
8524,3.0
10545,2.0
4462,3.0
4478,2.0
5995,3.0
4650,2.0
951,3.0
11882,1.0
9315,1.0
4144,2.0
11003,2.0
14580,3.0
16850,0.0
17206,2.0
15759,3.0
11622,1.0
15544,2.0
6663,3.0
14788,3.0
830,1.0
17967,3.0
14691,0.0
10433,1.0
1763,1.0
7080,1.0
17413,3.0
11867,1.0
4846,2.0
13965,3.0
5545,2.0
17635,0.0
6831,1.0
15221,0.0
18063,1.0
5752,3.0
18581,2.0
5630,2.0
4550,1.0
17980,0.0
8644,2.0
12060,0.0
7209,2.0
17476,0.0
13485,1.0
15120,2.0
3196,3.0
14668,3.0
5648,2.0
13633,3.0
2865,1.0
16002,1.0
13794,3.0
15481,2.0
5556,2.0
4626,2.0
4304,3.0
4891,0.0
10228,2.0
554,0.0
14914,3.0
4371,2.0
1911,1.0
11751,3.0
11590,2.0
2043,2.0
10620,3.0
18444,1.0
13074,2.0
13677,3.0
1921,1.0
10583,0.0
10683,3.0
15168,3.0
6588,2.0
5780,3.0
4570,3.0
10726,1.0
19223,2.0
15058,0.0
1387,2.0
10270,1.0
9960,1.0
3697,1.0
19134,3.0
11387,3.0
9360,2.0
14506,1.0
1442,2.0
523,2.0
15952,0.0
852,2.0
13136,1.0
84,1.0
12081,2.0
13987,1.0
9634,3.0
17969,3.0
18749,3.0
18269,1.0
14939,2.0
11794,0.0
16608,1.0
11199,3.0
3647,1.0
18232,1.0
4805,1.0
3349,2.0
7421,1.0
3143,1.0
12561,1.0
9232,3.0
8877,2.0
19133,1.0
9371,2.0
11066,3.0
11812,3.0
5717,0.0
10256,2.0
1746,1.0
1360,3.0
8221,1.0
16642,1.0
17744,3.0
15899,1.0
2747,3.0
16853,1.0
7677,3.0
12070,3.0
2103,3.0
13713,1.0
15740,3.0
10882,1.0
6932,2.0
12533,1.0
4476,1.0
9438,1.0
17594,1.0
4831,2.0
14203,3.0
4325,2.0
8301,2.0
5700,1.0
1154,2.0
16464,1.0
2081,2.0
9072,1.0
6795,1.0
8565,3.0
4153,1.0
16692,1.0
9526,3.0
10169,1.0
14331,2.0
7469,1.0
12728,3.0
15133,2.0
4953,3.0
15262,2.0
14128,0.0
12740,2.0
9417,2.0
5052,0.0
1538,2.0
16426,3.0
2574,2.0
572,3.0
15661,2.0
17397,0.0
16185,2.0
2291,0.0
12228,1.0
18025,3.0
16469,2.0
12591,0.0
16840,3.0
14118,1.0
7792,3.0
17460,0.0
16466,3.0
11088,1.0
2618,0.0
13678,0.0
15475,1.0
9977,1.0
13739,0.0
14350,1.0
9649,3.0
11924,1.0
4262,1.0
10119,3.0
15891,3.0
5197,1.0
2996,1.0
18812,3.0
5762,2.0
15659,2.0
9128,2.0
18180,1.0
9705,1.0
17815,1.0
15722,1.0
8738,3.0
18164,3.0
10482,3.0
18248,2.0
674,1.0
4504,1.0
7905,2.0
18166,1.0
9684,1.0
528,1.0
8450,0.0
17290,3.0
17178,1.0
15806,3.0
7051,1.0
15752,2.0
4305,3.0
13923,3.0
14019,2.0
12375,3.0
4224,0.0
18599,0.0
12513,2.0
6668,1.0
13860,2.0
8512,3.0
7232,3.0
8730,1.0
6750,2.0
17342,2.0
4596,0.0
6615,2.0
2183,2.0
8897,3.0
12162,2.0
16695,0.0
10996,0.0
4660,2.0
5343,0.0
7844,2.0
13833,2.0
1234,2.0
6204,3.0
6004,2.0
4047,1.0
17368,3.0
13831,2.0
4273,3.0
15849,1.0
10960,3.0
2718,2.0
11435,1.0
6256,2.0
18388,1.0
19235,2.0
18655,0.0
13411,2.0
5819,2.0
4727,1.0
1857,1.0
16175,3.0
15028,3.0
15503,3.0
9026,0.0
11858,2.0
11957,1.0
17541,2.0
17292,3.0
13981,3.0
11525,2.0
11279,1.0
10262,2.0
7087,0.0
17138,1.0
11431,1.0
4673,0.0
12315,3.0
17373,1.0
12302,2.0
2900,1.0
6632,0.0
2603,0.0
7578,2.0
13152,1.0
13063,2.0
10746,1.0
4060,3.0
13627,3.0
16789,3.0
12631,3.0
7852,2.0
12409,2.0
15609,1.0
8955,1.0
17732,2.0
11121,2.0
9621,1.0
1335,2.0
5827,1.0
6570,3.0
12697,3.0
13695,2.0
12235,3.0
2496,1.0
14546,2.0
16142,0.0
7002,1.0
7526,2.0
1304,1.0
17842,2.0
17604,2.0
15023,1.0
5864,2.0
12053,3.0
9894,0.0
17428,2.0
3522,1.0
5273,2.0
15079,2.0
216,0.0
11739,2.0
482,2.0
5536,1.0
1610,3.0
12899,3.0
3606,1.0
1854,3.0
14598,1.0
9909,3.0
7541,1.0
12919,1.0
18438,1.0
4350,2.0
12447,3.0
19158,2.0
18841,3.0
3108,2.0
19061,1.0
7134,1.0
17714,1.0
18178,3.0
3529,0.0
5484,3.0
2822,2.0
833,3.0
4783,3.0
4065,1.0
9666,2.0
10492,3.0
876,3.0
610,1.0
9750,1.0
13177,2.0
19011,1.0
14191,1.0
9451,1.0
9080,0.0
3877,0.0
1209,1.0
3279,1.0
7034,2.0
16351,2.0
17132,1.0
3804,1.0
6428,3.0
16778,1.0
5739,2.0
14510,1.0
13301,1.0
11617,1.0
8428,1.0
282,0.0
10106,1.0
11903,2.0
14796,1.0
8724,1.0
711,1.0
16439,2.0
6217,2.0
17358,2.0
16153,3.0
15870,3.0
6583,1.0
175,2.0
10055,2.0
16098,1.0
1804,2.0
3045,2.0
11911,3.0
17370,2.0
5031,1.0
12150,1.0
15297,2.0
9656,1.0
318,2.0
13791,2.0
12842,1.0
9627,3.0
8884,3.0
16728,2.0
2633,2.0
14779,1.0
10797,2.0
3993,3.0
3407,1.0
6644,0.0
11761,0.0
16693,3.0
2677,1.0
3644,2.0
8020,1.0
795,3.0
4432,2.0
4792,3.0
16769,1.0
16140,1.0
16942,0.0
10520,1.0
14995,1.0
16809,0.0
3961,1.0
18772,1.0
5604,2.0
18261,1.0
12817,3.0
10295,1.0
15703,3.0
2145,2.0
4670,1.0
12627,3.0
10405,1.0
9912,3.0
6443,3.0
1115,0.0
8542,1.0
14007,2.0
19174,2.0
8927,1.0
6849,1.0
11702,1.0
817,3.0
11747,0.0
10742,1.0
403,0.0
11373,1.0
11169,1.0
18347,2.0
10170,1.0
8800,1.0
14717,1.0
17556,2.0
12368,0.0
540,1.0
17360,1.0
12888,3.0
17981,2.0
2505,2.0
16918,0.0
1193,2.0
1685,2.0
4228,1.0
3996,3.0
19168,1.0
3212,2.0
11696,3.0
6297,3.0
9444,2.0
3182,1.0
17404,0.0
11119,1.0
6911,2.0
16563,0.0
10660,2.0
15320,3.0
5899,2.0
3257,1.0
143,0.0
14576,2.0
14356,2.0
15943,1.0
11179,1.0
16446,1.0
6054,3.0
959,3.0
13917,1.0
14607,2.0
4602,0.0
5473,0.0
19191,1.0
14472,3.0
7426,3.0
11785,3.0
9346,2.0
4982,1.0
100,3.0
18273,2.0
3455,2.0
16978,3.0
19098,3.0
16381,2.0
5293,3.0
13681,3.0
721,2.0
9326,3.0
5062,2.0
1402,2.0
8974,3.0
552,2.0
8056,2.0
6885,2.0
6231,3.0
6063,3.0
13383,0.0
7447,3.0
7798,2.0
8089,2.0
11271,1.0
3912,3.0
11406,1.0
3539,1.0
18430,3.0
17453,3.0
276,3.0
13578,1.0
8993,2.0
2686,1.0
15448,2.0
14299,3.0
7802,1.0
19034,2.0
4586,3.0
6571,1.0
8963,2.0
974,2.0
10732,3.0
14294,2.0
16966,1.0
4989,1.0
11927,2.0
6881,1.0
1026,3.0
9100,2.0
9281,3.0
17171,0.0
18229,0.0
14216,2.0
8332,2.0
8814,1.0
367,1.0
8325,1.0
1787,2.0
67,2.0
11102,2.0
12043,1.0
8284,1.0
10061,1.0
13064,3.0
11883,1.0
16173,0.0
11240,2.0
12522,3.0
4573,2.0
599,1.0
18012,1.0
13921,1.0
15378,3.0
1516,3.0
5268,1.0
17257,0.0
12046,2.0
3825,1.0
7859,2.0
8837,2.0
5591,1.0
8623,3.0
15055,2.0
9269,1.0
7005,3.0
386,1.0
4849,1.0
1559,3.0
2051,3.0
387,2.0
17869,1.0
12073,2.0
18478,1.0
10738,2.0
2983,1.0
19202,1.0
7115,2.0
1983,1.0
16659,2.0
2244,0.0
5879,1.0
9048,2.0
16040,1.0
18013,2.0
6823,1.0
9650,3.0
16090,1.0
18950,1.0
7463,3.0
7497,3.0
18133,2.0
11865,1.0
235,2.0
5878,3.0
6476,0.0
5087,1.0
16893,1.0
1887,2.0
18354,2.0
2313,1.0
18924,0.0
15263,1.0
7542,1.0
7793,0.0
7589,0.0
11041,3.0
13183,3.0
18512,0.0
4824,1.0
6876,2.0
16648,1.0
13500,0.0
5627,3.0
13443,2.0
11987,2.0
16999,0.0
13941,1.0
17718,2.0
1699,3.0
19082,3.0
9553,3.0
15073,1.0
12574,1.0
4460,1.0
16848,2.0
15061,2.0
2535,3.0
9516,3.0
343,0.0
12236,2.0
6619,3.0
14636,2.0
8055,2.0
6008,2.0
14389,2.0
2425,3.0
2970,1.0
17545,2.0
10115,1.0
16865,0.0
14871,2.0
3802,1.0
1565,3.0
9141,3.0
10780,2.0
2732,1.0
4590,1.0
12797,3.0
6281,2.0
7222,3.0
16855,1.0
2976,1.0
7320,1.0
5782,2.0
7363,3.0
16087,0.0
5369,2.0
10418,1.0
14501,0.0
7226,2.0
6264,1.0
13741,1.0
9052,2.0
18935,2.0
7501,2.0
9088,2.0
9251,1.0
14997,2.0
14464,3.0
18847,3.0
715,1.0
12608,0.0
12118,1.0
15400,0.0
5929,2.0
15907,2.0
3362,2.0
12061,1.0
7493,1.0
1978,0.0
6494,1.0
2617,2.0
4911,1.0
13672,1.0
12488,3.0
8822,1.0
1774,3.0
9246,3.0
4543,0.0
16905,2.0
9286,3.0
6614,1.0
2613,0.0
6424,1.0
10978,3.0
6879,1.0
6462,3.0
8695,0.0
12388,1.0
7517,2.0
15854,1.0
5956,1.0
14638,3.0
9459,3.0
1958,2.0
13947,3.0
10043,2.0
15401,1.0
6050,0.0
14886,2.0
5380,2.0
3702,1.0
2420,3.0
16169,2.0
18077,2.0
14662,2.0
13769,0.0
1285,2.0
13162,1.0
13003,2.0
6324,2.0
11639,1.0
8321,1.0
9701,1.0
8952,1.0
5919,1.0
2939,2.0
5113,2.0
16785,2.0
14504,2.0
15996,2.0
14079,2.0
15342,2.0
4406,1.0
5626,3.0
17482,2.0
17182,2.0
6818,1.0
13846,3.0
4519,3.0
772,1.0
12586,3.0
9096,2.0
13875,3.0
7411,3.0
14756,1.0
2287,1.0
10772,3.0
4850,2.0
11091,1.0
16219,2.0
6485,3.0
10587,1.0
17208,3.0
5061,2.0
12650,2.0
12180,1.0
9965,2.0
7235,3.0
17429,0.0
6267,3.0
15276,2.0
10375,1.0
13819,0.0
3827,3.0
17415,0.0
11218,2.0
5754,2.0
13793,0.0
15036,1.0
41,3.0
2321,3.0
13034,1.0
10484,2.0
7243,2.0
13376,0.0
9167,3.0
13733,0.0
194,0.0
8750,1.0
18887,0.0
5799,3.0
5449,3.0
11032,1.0
17223,2.0
18866,2.0
3122,0.0
7991,2.0
11203,3.0
17711,3.0
13175,3.0
9337,1.0
8513,0.0
3163,1.0
10598,1.0
11108,2.0
5212,1.0
2773,1.0
2647,1.0
12538,1.0
5797,3.0
8385,2.0
18981,2.0
5954,3.0
8269,0.0
7970,3.0
5154,0.0
15066,1.0
3390,3.0
6609,2.0
6967,1.0
12546,1.0
2062,1.0
1863,1.0
7302,3.0
12954,2.0
2698,3.0
8445,1.0
2852,1.0
2415,2.0
12469,1.0
5203,1.0
18834,1.0
10995,1.0
6202,1.0
11354,2.0
4505,3.0
10424,2.0
17527,1.0
